WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'device': 'cuda:0',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_02_08__14_39_42__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_02_08__14_39_42__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_02_08__14_39_42__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/yuni/venv/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
pybullet build time: Nov 26 2020 23:09:05
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
Updates 82, num timesteps 3280000, FPS 2576, mean/median reward 1017.9/1725.1, min/max reward -41.2/1760.8, entropy 3.03, value loss 15.87, policy loss -0.012
Updates 83, num timesteps 3320000, FPS 2577, mean/median reward 1150.0/1730.4, min/max reward -49.1/1753.0, entropy 3.02, value loss 5.60, policy loss -0.008
Updates 84, num timesteps 3360000, FPS 2578, mean/median reward 1377.5/1734.2, min/max reward -49.1/1756.8, entropy 2.97, value loss 1.83, policy loss -0.001
Updates 85, num timesteps 3400000, FPS 2581, mean/median reward 1520.2/1736.2, min/max reward -49.1/1756.8, entropy 2.93, value loss 6.79, policy loss -0.007
Updates 86, num timesteps 3440000, FPS 2583, mean/median reward 1544.4/1738.3, min/max reward -3.6/1761.5, entropy 2.90, value loss 4.57, policy loss -0.010
Updates 87, num timesteps 3480000, FPS 2584, mean/median reward 1533.1/1740.0, min/max reward -3.6/1761.5, entropy 2.85, value loss 5.44, policy loss -0.001
Updates 88, num timesteps 3520000, FPS 2586, mean/median reward 1660.8/1743.3, min/max reward 8.7/1772.5, entropy 2.79, value loss 2.04, policy loss 0.001
Updates 89, num timesteps 3560000, FPS 2588, mean/median reward 1651.0/1743.8, min/max reward 8.7/1773.7, entropy 2.74, value loss 1.36, policy loss 0.014
Updates 90, num timesteps 3600000, FPS 2590, mean/median reward 1642.6/1750.3, min/max reward 11.6/1773.7, entropy 2.71, value loss 7.62, policy loss -0.009
Updates 91, num timesteps 3640000, FPS 2590, mean/median reward 1469.4/1754.4, min/max reward -0.5/1773.7, entropy 2.69, value loss 10.83, policy loss -0.008
Updates 92, num timesteps 3680000, FPS 2590, mean/median reward 1471.6/1756.6, min/max reward -0.5/1773.8, entropy 2.66, value loss 4.22, policy loss -0.005
Updates 93, num timesteps 3720000, FPS 2590, mean/median reward 1542.6/1757.1, min/max reward -0.5/1776.8, entropy 2.61, value loss 2.11, policy loss -0.002
Updates 94, num timesteps 3760000, FPS 2592, mean/median reward 1568.2/1756.5, min/max reward -3.5/1782.4, entropy 2.57, value loss 5.94, policy loss -0.007
Updates 95, num timesteps 3800000, FPS 2592, mean/median reward 1582.4/1756.7, min/max reward -3.5/1782.4, entropy 2.52, value loss 1.59, policy loss 0.000
Updates 96, num timesteps 3840000, FPS 2594, mean/median reward 1610.7/1759.1, min/max reward -3.5/1785.8, entropy 2.45, value loss 0.90, policy loss -0.001
Updates 97, num timesteps 3880000, FPS 2595, mean/median reward 1708.1/1761.9, min/max reward 23.9/1785.8, entropy 2.38, value loss 0.92, policy loss -0.003
Updates 98, num timesteps 3920000, FPS 2595, mean/median reward 1694.3/1762.4, min/max reward 16.6/1785.8, entropy 2.31, value loss 1.47, policy loss -0.006
Updates 99, num timesteps 3960000, FPS 2597, mean/median reward 1671.0/1765.4, min/max reward 2.3/1788.1, entropy 2.24, value loss 1.96, policy loss -0.009
Updates 100, num timesteps 4000000, FPS 2598, mean/median reward 1646.9/1768.4, min/max reward 2.3/1791.7, entropy 2.18, value loss 2.68, policy loss -0.007
Updates 101, num timesteps 4040000, FPS 2599, mean/median reward 1624.7/1772.3, min/max reward 9.4/1796.5, entropy 2.13, value loss 3.82, policy loss -0.009
Updates 102, num timesteps 4080000, FPS 2600, mean/median reward 1642.4/1773.4, min/max reward 9.4/1796.5, entropy 2.08, value loss 0.81, policy loss -0.002
Updates 103, num timesteps 4120000, FPS 2601, mean/median reward 1660.2/1774.6, min/max reward 9.4/1796.5, entropy 2.01, value loss 0.87, policy loss 0.003
Updates 104, num timesteps 4160000, FPS 2602, mean/median reward 1690.7/1777.9, min/max reward 18.5/1796.9, entropy 1.97, value loss 1.78, policy loss -0.006
Updates 105, num timesteps 4200000, FPS 2602, mean/median reward 1661.6/1780.7, min/max reward 14.1/1796.9, entropy 1.92, value loss 2.00, policy loss -0.000
Updates 106, num timesteps 4240000, FPS 2602, mean/median reward 1611.7/1781.7, min/max reward 14.1/1825.4, entropy 1.89, value loss 1.94, policy loss -0.007
Updates 107, num timesteps 4280000, FPS 2602, mean/median reward 1587.5/1784.9, min/max reward 14.1/1844.7, entropy 1.86, value loss 2.31, policy loss -0.010
Updates 108, num timesteps 4320000, FPS 2605, mean/median reward 1571.4/1785.7, min/max reward -0.9/1844.7, entropy 1.82, value loss 3.86, policy loss -0.012
Updates 109, num timesteps 4360000, FPS 2606, mean/median reward 1584.7/1787.4, min/max reward -0.9/1844.7, entropy 1.78, value loss 2.73, policy loss -0.007
Updates 110, num timesteps 4400000, FPS 2607, mean/median reward 1626.9/1790.1, min/max reward -0.9/1834.7, entropy 1.73, value loss 1.31, policy loss -0.002
Updates 111, num timesteps 4440000, FPS 2608, mean/median reward 1670.7/1791.7, min/max reward 3.7/1834.7, entropy 1.65, value loss 0.59, policy loss 0.003
Updates 112, num timesteps 4480000, FPS 2609, mean/median reward 1736.9/1791.5, min/max reward 59.0/1834.7, entropy 1.60, value loss 1.36, policy loss 0.036
Updates 113, num timesteps 4520000, FPS 2609, mean/median reward 907.8/871.8, min/max reward -13.8/1797.1, entropy 1.59, value loss 33.45, policy loss -0.012
Updates 114, num timesteps 4560000, FPS 2610, mean/median reward 402.5/302.6, min/max reward 8.3/1790.9, entropy 1.58, value loss 31.45, policy loss -0.019
Updates 115, num timesteps 4600000, FPS 2610, mean/median reward 465.8/379.2, min/max reward -3.9/1778.7, entropy 1.57, value loss 15.17, policy loss -0.017
Updates 116, num timesteps 4640000, FPS 2609, mean/median reward 712.0/544.2, min/max reward -3.9/1765.8, entropy 1.54, value loss 3.49, policy loss -0.015
Updates 117, num timesteps 4680000, FPS 2609, mean/median reward 1276.2/1698.4, min/max reward -3.9/1840.4, entropy 1.49, value loss 4.21, policy loss -0.008
Updates 118, num timesteps 4720000, FPS 2609, mean/median reward 1629.6/1723.9, min/max reward 1.4/1842.6, entropy 1.43, value loss 0.50, policy loss 0.000
Updates 119, num timesteps 4760000, FPS 2609, mean/median reward 1667.3/1725.9, min/max reward 1.4/1842.6, entropy 1.38, value loss 0.65, policy loss -0.004
Updates 120, num timesteps 4800000, FPS 2609, mean/median reward 1693.5/1768.0, min/max reward 36.9/1859.6, entropy 1.33, value loss 1.14, policy loss -0.006
Updates 121, num timesteps 4840000, FPS 2609, mean/median reward 1724.9/1782.6, min/max reward 36.9/1859.6, entropy 1.27, value loss 0.22, policy loss 0.009
Updates 122, num timesteps 4880000, FPS 2609, mean/median reward 1748.6/1789.2, min/max reward 36.9/1859.6, entropy 1.22, value loss 0.17, policy loss -0.004
Updates 123, num timesteps 4920000, FPS 2610, mean/median reward 1741.5/1792.5, min/max reward 51.3/1865.1, entropy 1.17, value loss 0.88, policy loss -0.009
Updates 124, num timesteps 4960000, FPS 2611, mean/median reward 1744.2/1795.3, min/max reward 51.3/1865.1, entropy 1.12, value loss 0.21, policy loss 0.002
Updates 125, num timesteps 5000000, FPS 2611, mean/median reward 1745.0/1795.6, min/max reward 51.3/1865.1, entropy 1.05, value loss 0.11, policy loss -0.011
Updates 126, num timesteps 5040000, FPS 2611, mean/median reward 1758.4/1797.6, min/max reward 51.3/1856.4, entropy 0.99, value loss 0.37, policy loss -0.010
Updates 127, num timesteps 5080000, FPS 2610, mean/median reward 1732.4/1799.3, min/max reward 60.9/1858.4, entropy 0.96, value loss 0.64, policy loss -0.004
Updates 128, num timesteps 5120000, FPS 2610, mean/median reward 1719.9/1800.0, min/max reward 60.9/1858.4, entropy 0.92, value loss 0.25, policy loss 0.000
Process ForkProcess-125:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-124:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-123:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-122:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-121:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-120:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-119:
Traceback (most recent call last):
  File "/usr/lib/python3.8/multiprocessing/process.py", line 315, in _bootstrap
    self.run()
  File "/usr/lib/python3.8/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/home/yuni/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/usr/lib/python3.8/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
